id,Company name,contact_firstname,contact_lastname,email,phone_number,direct,business_activity,deleted,user_id,created_at,updated_at,Script,response,call_answering,voicemail,,
68,QLM Business Solutions,NULL,NULL,henrysmith@qlmbusinesssolutions.com,0203 195 3875,0204 599 9580,NULL,0,0,NULL,NULL,"QLM BUSINESS SOLUTIONS  (  0203 195 3875 ) CO CLIENT 

Greets:  Good Morning / Afternoon:   QLM BUSINESS SOLUTIONS   How may I help.


Action:      All lines are busy at the moment. Can I take a message?
Take their Name, Phone Number.  And say they will call back once they are free 
              
Activity:         Digital Marketing Services

Name(s)        Henry Smith     
       
Email             henrysmith@qlmbusinesssolutions.com",NULL,1,1,CO,
69,JAMENA PROPERTIES UK LTD,NULL,NULL," info@jamena-ltd.gi
",0203 195 3876,0204 599 9581,NULL,0,0,NULL,NULL,"(We are Certified Sika appliers; we mainly deal with waterproofing, roofing,
facades, flooring, general contractors, housing refurbishment and painters",NULL,1,1,YCF,
70,AKBS EDUCATION HOLDINGS LTD,NULL,NULL,info@akbseducationholdings.com ,0203 195 3877,0204 599 9582,NULL,0,0,NULL,NULL,"AKBS EDUCATION HOLDINGS IS A BRITISH BASED HOLDING DEDICATED TO EDUCATION MANAGEMENT, RESEARCH, BUSINESS&EDUCATION CONSULTANCY AND MARKETING DEVELOPMENT WITH INTERESTS AND ACTIVITIES ACROSS THE WORLD",NULL,1,1,YCF,
71,Alpha National/Harley Oxford ,NULL,NULL,info@harleyoxford.com,0203 195 3878,0204 599 9583,NULL,0,0,NULL,NULL,Greets :   Good Morning/ afternoon   Harley Oxford    How may I help you? Action:    All team members are busy at present; can you send an email to info@harleyoxford.com or alternatively I can take a message and get them to email you back once they are free?ALSO INFORM STUDENTS IF THEY SAY THEY HAVEN,NULL,1,1,CO,
72,SECURITY PHOENIX LTD,NULL,NULL,fc@appsecphoenix.com,0203 195 3879,0204 599 9584,NULL,0,0,NULL,NULL,"ACCOUNT -- SECURITY PHOENIX (Client  requuested to answer calls as  PHOENIX  SECURITY  )Greets:  Good Morning / Afternoon:  PHOENIX SECURITY   How may I help.Action:    All our support and sales team are currently engaged. Can I take a message?   Please take their  Name, Phone Number E-MAIL Address and what product can we help with.   And say a specialist will come back to you as soon as possibleActivity:  Phoenix Security is a cybersecurity startup changing the future and how software security and cloud security are fixed. Help us reduce burnout by contextualizing, prioritizing and acting on the risk that matters moreName:        Francesco  Cipollone      Email:        francesco.cipollone@nsc42.co.uk",NULL,1,1,CO,
73,H&A UK PROPERTY LTD,NULL,NULL,haider_965@yahoo.com,0203 195 3880,0204 599 9585,NULL,0,0,NULL,NULL,"Buying , selling and renting own properties",NULL,1,1,YCF,
74,Solution12X Ltd,NULL,NULL,obi717@hotmail.co.uk,0203 195 3881,0204 599 9586,NULL,0,0,NULL,NULL,"Greetgs  Hello , solution12x how can I help, Action   Our consultants are not available at the moment, if you have an urgent issue, pls drop your message, name an conatact and we would get one of our consultant to get back to you within 24hrs   Activity   Provide Consulting services in the area of managementNames    Phillips Obi Email:  Obi717@hotmail.co.uk -",NULL,1,1,CO,
75,Assured Thought ,NULL,NULL,daniel.dore@assuredthought.com,0203 195 3882,0204 599 9587,NULL,0,0,NULL,NULL,"Greets:  Good Morning/ afternoon  Assured Thought  How may I help you? 

Action:      All lines are busy at present can I take a message and get them to call back once they are free?  Please take their Name. Tel Number.  

Activity:     Assured Thought is a quality assurance and software testing consultancy providing our products and services to financial services firms. Products and services include specialist resource augmentation, accelerator products for specialist testing, expert teams for project delivery of complex change, and audit and assessment services.
  
Name:    Daniel Dore     

Email:      daniel.dore@assuredthought.com",NULL,1,1,CO,
76,Liquid Whisky Limited,NULL,NULL,kieran.connolly@liquidwhisky.com,0203 195 3883,0204 599 9588,NULL,0,0,NULL,NULL,"Greets:  Good Morning / Afternoon:    LIQUID WHISKEY   How may I help.Action:        All lines are busy at the moment.    Can I take a message?Take their Name, Phone Number.  And say they will call back once they are free Activity:    Operates an online whisky trading platform. Clients will mostly be private individuals, with a small number of bars/hotels.    Name:     Kieran Connolly  Kieran Connolly        Email:      kieran.connolly@liquidwhisky.com",NULL,1,1,CO,
77,Hawkes Decor,NULL,NULL,george@hawkesdecor.co.uk,0203 195 3884,0204 599 9589,NULL,0,0,NULL,NULL,exp,NULL,1,1,CO,
78,EZELET LIMITED,NULL,NULL,gerry.henry@ntlworld.com,0203 195 3885,0204 599 9590,NULL,0,0,NULL,NULL,"For Example: Hello you are through to Company ABC, how may I help you? |(Our Reply)|All Directors are busy at present, I can take a message and get them to call back once they are free?",NULL,1,1,CO,
79,Gillfield Projects,NULL,NULL,matthew@gillfield.co.uk,0203 195 3886,0204 599 9591,NULL,0,0,NULL,NULL,"Greets:  Good Morning / Afternoon:  GILLFIELD PROJECTS  How may I help.Action:        All lines are busy at the moment. Can I take a message?Take their Name, Phone Number.  And say they will call back once they are free Activity:        We are fit out contractors (office and shop fitters). We work in the retail, office and residential markets. We carry out fit out installations, decorating, joinery, plumbing, electrics, kitchens, plumbing, flooring, general building works, project management etc. Our clients are retailers such as Orlebar Brown, Derek Rose, Selfridges and Harrods.Name:     Mathew Squire          Email:     matthew@gillfield.co.uk",NULL,1,1,CO,
80,SYNERGY AUTOMOBILES UK,NULL,NULL,viksabeyweera@gmail.com,0203 195 3887,0204 599 9592,NULL,0,0,NULL,NULL,Synergy Automobiles UK is exporter of premium luxury vehicle brands to worldwide clients from the UK. Visit our website for further details. www.synergy-automobiles.co.uk ,NULL,1,1,YCF,
81,Marriagement Limited,NULL,NULL,jahanzeb@dfour-services.com,0203 195 3888,0204 599 9593,NULL,0,0,NULL,NULL,"Greets:    Good Morning/Afternoon   You've reached the office for Yasmeen Shabnam at  Marriagement limited.     How can I help you?Action:    Tell callers  She is away from her desk   Please WhatsApp your name, with your query on +44 7404 428115.You can also reach her via email at Marriagement.uk@gmail.com , and she will reply to you shortly. Business Activity:     We offer services related to marriage matchmaking services, and event management. The service will be applicable to adult clients of all sex/gender/religion. This would be thru both platforms - a website and an app.    Name:                       Yasmeen ShabnamEmail Address:           messages@dfour-services.com",NULL,1,1,CO,
82,Bertiz Research Consulting Services Ltd.,NULL,NULL,bugsembertiz@gmail.com,0203 195 3889,0204 599 9594,NULL,0,0,NULL,NULL,"Greets:  Good Morning / Afternoon:   Bertiz Research Consulting Services  How may I help.Action:        All lines are busy at the moment. Can I take a message?Take their Name, Phone Number.  And say they will call back once they are free Activity:      Our business gives consultancy in the areas of of Healthcare,                                 Biotechnology and Life Sciences.Name:           Bugsem Bertiz            Email:          bugsembertiz@gmail.com",NULL,1,1,CO,
83,Kim Bacchus Solutions ,NULL,NULL,kimbacchus0@gmail.com,0203 195 3890,0204 599 9595,NULL,0,0,NULL,NULL,"Greets: Good Morning /Afternoon:   Kim Bacchus Solutions   How may I help                                              Action:    All lines are busy at the moment   Can I take a message?Take their Name, Phone Number.  And say they will call back once they are free Business Activity:      My business provides expert support through training, advocacy, representation, and support in reference to healthy and unhealthy relationship dynamics. Average price of coaching is ",NULL,1,1,CO,
84,MARRIED LIFE MANAGEMENT LTD,NULL,NULL,infor@marriedlifemanagement.com,0203 195 3891,0204 599 9596,NULL,0,0,NULL,NULL,"MLM Married Life Management offers bespoke and custom made, dedicated coaching services to the marriage community. We specialise in various marital challenges for the heterosexual couples (our speciality domain) such as : • A long-term erosion of trust and relationship satisfaction • Unable to communicate effectively with your spouse on a meaningful level • A significant betrayal such as infidelity and broken trust • The damaging effects of addiction in your relationship • A sense of “falling out of love” • Constant conflicts and arguing • Lack of intimacy and unforgiving hurts with deep wounds • Misunderstanding, unfair criticism and lack of appreciation • Feeling lost and lonely within your marriage • Not experiencing real spirituality in your marriage • Wanting to learn and improve your ok marriage to a fulfilling marriage ",NULL,1,1,YCF,
85,BRIXWELL Uke,NULL,NULL,BRIXWELLUKELIMITED@GMAIL.COM,0203 195 3892,0204 599 9597,NULL,0,0,NULL,NULL,"Business Activity: ( 
1.	70229: MANAGEMENT CONSULTANCY ACTIVITIES OTHER THAN FINANCIAL MANAGEMENT 
2.	72200: RESEARCH AND EXPERIMENTAL DEVELOPMENT ON SOCIAL SCIENCES AND HUMANITIES 
3.	73200: MARKET RESEARCH AND PUBLIC OPINION POLLING ",NULL,1,1,YCF,
86,Serica Consulting Ltd,NULL,NULL,benjamin@serica-group.com,0203 195 3893,0204 599 9598,NULL,0,0,NULL,NULL,"Good morning/afternoon  Serica UK  how may I help you  Action:  ""Firstly, can I just get a little more information from you?",NULL,1,1,CO,
87,Miirage,NULL,NULL,james@miirage.digital,0203 195 3894,0204 599 9599 ,NULL,0,0,NULL,NULL,Greets:  Good Morning/ afternoon   MIIRAGE   How may I help you? Action:      All lines are busy at present can I take a message and get them to call back once they are free?  Please take their Name. Tel Number.  & Email Address Activity:   We manufacture and design a hologram product called Miirage.    Along with the product we deliver complete immersive experiences providing creative services. clients can watch the videos below  www.youtube.com/watch?v=Wt5vqbe7aWI  Name:     James Butler     Email:      james@miirage.digital,NULL,1,1,CO,
88,Metime Work Points LTD,NULL,NULL,info@metimeworkpoints.com,0203 195 3895,0204 599 9600,NULL,0,0,NULL,NULL,Supply and Installation of acoustic work booths and home working solutions  ,NULL,1,1,YCF,
89,Jennifer &Co ,NULL,NULL,Info@jenniferandcoconsulting.com,0203 195 3896,0204 599 9601,NULL,0,0,NULL,NULL,"Jennifer &Co       0203 195 3896 ycf


  

  

Greeting:  Welcome to Jennifer &Co, how can I help you?  

Response: I am afraid there is no one available to take your call at the moment, can I take your details and get someone to call you back shortly.  

Business Activity: We offer HR and Business Consultancy services to clients within the Beauty, Fashion and Hair industry. Some of our services include HR consultancy, Recruitment, Business Development and Virtual Assistants. We also have online Templates and toolkits ready for people to download as and when required. 

Names: Jennifer Amaral, Shannon Barnett, Vanessa Antwi-Berchie   



E-mail address: Info@jenniferandcoconsulting.com 0",NULL,1,1,YCF,
90,P R Potential,NULL,NULL,enquiries@prplimited.co.uk,0203 195 3897,0204 599 9602,NULL,0,0,NULL,NULL,"P R POTENTIAL ( 0203 195 3897 )

Greetgs. Good morning/ afternoon P R POTENTIAL how may I help you ? All administer staff are busy at present,

Action: I can take a message and get them to call back once they are free

Names .. ..Abdul Polli  

Activity .. .. Administration company 

Email ...    fjabdulpolli@gmail.com",NULL,1,1,CO,
91,Initiatrix Technologies Limited,NULL,NULL,contact@digitviral.com,0203 195 3898,0204 599 9603,NULL,0,0,NULL,NULL,"Greets: Good Morning /Afternoon:   Initiatrix Technologies  How may I help                                              Action:    All lines are busy at the moment. Can I take a message?Take their Name, Phone Number.  And say they will call back once they are free Business Activity:   we provide comprehensive digital marketing services to Individuals, Professionals and businesses with specialization in online reputation management services.Names:    Piyush Jha         Email:    contact@digitviral.com",NULL,1,1,CO,
92,Thistlegorm Forensic Ltd,NULL,NULL,admin@thistlegorm.com.my,0203 195 3899,0204 599 9604,NULL,0,0,NULL,NULL,"In general, Thistlegorm is an investigation company forced primarily on forensic services. We have attached our company profile that has the full list of services for your perusal.",NULL,1,1,YCF,
93,F.A.S (uk) limited ,,,omarfawaziltd@hotmail.com ,0203 195 3900,0204 599 0949,,,,,,"F.A.S (uk) limited   0203 195 3900    ycf


Greeting: Welcome to (FAS uk limited), how can I help you? Response: I am afraid there is no one available to take your call at the moment, can I take your details and get someone to call you back shortly.  

Business Activity: (the art and science to form objects system or organization of building contractor plans and combinations construction activities )  

Names: (drFwaz almebyad )  

E-mail address omarfawaziltd@hotmail.com ",,1,1,YCF,
94,MTM Facades Europe Ltd,NULL,NULL,tom.heath@mtmfacades.co.uk,0203 195 3901,0204 599 9605,NULL,0,0,NULL,NULL,"Greets :     Good Morning/ Afternoon  MTM Facades Europe  How may I help you? Action:     All lines are busy at the moment can I takeyour Name, Tel. number. Email Address. and they will call back once they are free?   Activity:     Installation of commercial glazing, Curtain Wall Systems and Cladding. Our clients are Curtain Wall and Cladding manufacturers, e.g JRL McMullen, JRL Uk Facades, Aluminate, Dobler MBM. Pricing for project varies from ",NULL,1,1,CO,
95,Quzo UK,NULL,NULL,richard@quzo.net,0203 195 3902,0204 599 9606,NULL,0,0,NULL,NULL,"Greets: Good Morning /Afternoon:   QUZO UK   How may I help                                              ****  PLEASE  READ CAREFULLY & GUIDE CALLERS TO WEBSITE Greets:  Good Morning/Afternoon  QUZO UK    How can I help you Action:    Listen to the caller and say unfortunately, all lines are busy at the moment  as majority of our agents are tasked with handling the website enquiries and not the phone lines.**  PLEASE direct all customer enquiries through to the support system on the website  www.quzo.net  If they say I have already raised a ticket or donâ€™t want to go to the website say what I can do is forward an urgent message overPlease take their Name & Tel number PLUS EMAIL ADDRESS with the details they require, and someone will return their call ** DO  NOT AT ANYTIME SAY TO CALLERS THAT CERTAIN PEOPLE DONT WORK FOR THE COMPANY ANYMORE CLIENT HAS BEEN COMPLAININGBusiness Activity   We sell computers, laptops, computer components such as hard drives, memory and other peripheralsName:    Richard  Oâ€™Hara         Email Address:    richard@quzo.net",NULL,1,1,CO,
